,0,1,2,3,4,5,6,7,8,9,10
1377,3378,(2016),综合,"嘿,大兄弟 ",黑龙江卫视,黑龙江卫视,综艺 / 娱乐,中国大陆,5集已完结,2016-02-08,豆瓣：8.6 
1378,3379,(2016),电影,衰鬼记 ,安熠格,何欢 / 许君聪 / 卜钰 / 李颖,现代 / 国语 / 内地 / 中成本 / 残酷 / 荒诞 / 鬼怪 / 惊悚 / 网络大电影 / 喜剧,大陆中国,高清中字,2016-02-26,豆瓣：6.6 
1379,3380,(2016),综合,德云社丙申年开箱专场 2016 ,郭德纲,郭德纲 / 于谦,综艺 / 娱乐,中国大陆,1集已完结,2016-02-20,豆瓣：9.1 
1380,3381,(2014),电影,谍影特工 The November Man ,罗杰·唐纳森,皮尔斯·布鲁斯南 / 欧嘉·柯瑞兰寇 / 卡特琳娜·斯柯松 / 威尔·帕顿 / 比尔·斯米托洛维奇 / 伊莉萨·泰勒-科特尔 / 拉扎尔·里斯托夫斯基 / 帕特里克·肯尼迪 / 卢克·布雷西,惊悚,美国,高清中字,2016-03-04(中国大陆) / 2014-08-27(美国),豆瓣：6.2 
1381,3382,(2015),,男孩 The Boy ,克雷格·麦克尼尔,比尔·萨奇 / Aiden Lovekamp / Jared Breeze,剧情 / 惊悚 / 恐怖,美国,高清中字,2015-8-14,豆瓣：5.4 
1382,3383,(2008),午夜,蛇舌 蛇にピアス ,蜷川幸雄,吉高由里子 / 高良健吾 / 井浦新 / 唐泽寿明 / 小栗旬 / 藤原龙也,惊悚,日本,高清中字,2008-09-20(日本),豆瓣：6.8 
1383,3384,(2010),电影,欲求不满的妻子 ,李海暎,申河均 / 严志媛 / 柳昇范 / 白珍熙 / 成东日,喜剧,韩国,高清中字,2010-11-18(韩国),豆瓣：6.4 
1384,3385,(2009),电影,听说 聽說 ,郑芬芬,彭于晏 / 陈意涵 / 陈妍希 / 罗北安 / 林美秀,剧情 / 爱情 / 家庭,台湾,高清中字,2015-06-26(中国大陆) / 2009-08-28(台湾),豆瓣：8.1 
1385,3386,(1984),电影,缘分 緣份 ,黄泰来,张国荣 / 张曼玉 / 梅艳芳 / 陈友 / 汤镇宗,剧情 / 喜剧 / 爱情,香港,高清国粤语,2016-03-25(中国大陆) / 1984-10-03(香港),豆瓣：6.9 
1386,3387,(2005),电影,全民情敌 Hitch ,安迪·坦纳特,威尔·史密斯 / 伊娃·门德斯 / 凯文·詹姆斯 / 安贝·瓦莱塔 / 朱莉·安·埃默里 / 亚当·阿金 / Robinne Lee / Nathan Lee Graham / 迈克尔·拉帕波特 / 杰弗里·多诺万 / 宝拉·巴顿 / 菲利普·博斯科 /,喜剧 / 爱情,美国,高清中字,2005-02-11(美国),豆瓣：7.5 
1387,3388,(2013),电影,因为爱还未终结 Timeline เพราะรักไม่สิ้นสุด ,Jittinan Yodwongsakul / Thanatkorn Bangphao / Daraspong Trongprasit,Wuchcharapol Phringtrakool / Sanachay Pattawan / Nopparat Praseartsirisuk / Umpon Tumkunkaew / Daraspong Throngprasit,爱情 / 同性,泰国,高清中字,2013-09-26,豆瓣：5.6 
1388,3389,(2015),电影,沙漠女王 Queen of the Desert ,沃纳·赫尔佐格,詹姆斯·弗兰科 / 妮可·基德曼 / 罗伯特·帕丁森 / 戴米恩·路易斯 / 珍妮·艾加特 / 马克·路易斯·琼斯 / 大卫·卡尔德 / 霍莉·厄尔 / 贝丝·戈达德 / 迈克尔·吉恩,剧情 / 传记 / 历史,美国 / 摩洛哥,高清中字,2015-02-06(柏林电影节),豆瓣：6.3 
1389,3390,(2010),电影,社交网络 The Social Network ,大卫·芬奇,杰西·艾森伯格 / 安德鲁·加菲尔德 / 贾斯汀·汀布莱克 / 鲁妮·玛拉 / 约瑟夫·梅泽罗 / 阿米·汉莫 / 达斯汀·菲兹莫斯 / Patrick Mapel / 布兰达·宋 / 达科塔·约翰逊,剧情 / 传记,美国,高清中字,2010-09-24(纽约电影节) / 2010-10-01(美国),豆瓣：8.1 
1390,3391,(2016),电影,空姐公寓 ,梁剑,冯凯韵 / 黄伊凡 / 岳程程 / 候立华,当代 / 国语 / 内地 / 网络大电影 / 腹黑 / 友谊 / 亲情 / 剧情 / 搞笑 / 喜剧,大陆中国,高清中字,2016-02-26,豆瓣：1.6 
1391,3392,(2016),电影,别笑江湖之一夜春梦 ,刘磊,范家其 / 阮力 / 刘婉露 / 张佑熙 / 徐梅,三角恋 / 当代 / 国语 / 内地 / 小成本 / 网络大电影 / 励志 / 社会问题 / 网络大电影 / 犯罪 / 爱情 / 喜剧,大陆中国,高清中字,2016-02-25,豆瓣：4.0 
1392,3393,(2010),动漫,圣痕炼金师第一季 ,吉野弘幸 / 佐藤健悦,沙夏,冒险 / 后宫,日本,24集已完结,2010-01-08,豆瓣：8.3 
1393,3394,(2011),动漫,圣痕炼金士第二季 ,金子ひらく,三瓶由布子 / 藤村歩 / 丰崎爱生 / 茅原实里 / 川澄绫子 / 平野绫 / 日笠阳子 / 大川透 / 花泽香菜,奇幻 / 后宫,日本,12集已完结,2011-04-14,豆瓣：8.3 
1394,3395,(2016),福利,奶茶店前的蓝裙长腿美女 ,熟中自有颜如玉,熟中自有颜如玉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-28,豆瓣：3.1 
1395,3396,(2016),福利,父问归期未有期#陈翔六点半# ,陈翔六点半,陈翔六点半,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-26,豆瓣：9.1 
1396,3397,(2016),福利,韩国性感美女主播私密热舞视频曝光！ #玩视频赚大钱# #美女# #我在现场# #达人# #搞笑# #热点# #微电影# ,狗眼看世界,狗眼看世界,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：4.6 
1397,3398,(2016),福利,美女热舞  韩国女主播  热舞视频下载 ,韩国女主播,韩国女主播,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：9.7 
1398,3399,(2016),福利,《韩国女主播》BJ女神性感热舞诱惑 ,爱你无悔2009,爱你无悔2009,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：4.5 
1399,3400,(2016),福利,韩国女主播 伊素婉 2015-12-28 Part3 ,似睡非睡,似睡非睡,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-28,豆瓣：2.4 
1400,3401,(2016),福利,韩国美女主播李秀彬诱惑 ,花园美美@sina,花园美美@sina,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-28,豆瓣：4.0 
1401,3402,(2016),福利,韩美女主播阿英喷血热舞撩动宅男心 ,小毛驴666,小毛驴666,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-28,豆瓣：7.3 
1402,3403,(2016),福利,女神 ,求其是但有饭开@sina,求其是但有饭开@sina,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：5.8 
1403,3404,(2016),福利,女神级别 ,VIP专区,VIP专区,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-28,豆瓣：4.4 
1404,3405,(2014),电影,末日迷踪 Left Behind ,维克·阿姆斯特朗,尼古拉斯·凯奇 / 查德·迈克尔·墨瑞 / 卡西·汤普森 / 妮基·韦兰 / 乔丁·斯巴克斯 / 莉·汤普森 / 昆东·亚伦 / 马丁·科勒巴 / 劳拉·凯洛蒂 / 威廉·罗格斯戴尔,动作 / 科幻 / 惊悚,美国 / 加拿大,高清中字,2016-02-26(中国大陆) / 2014-10-03(美国),豆瓣：3.8 
1405,3406,(2016),电影,偷窥者 ,小玊,王李丹妮 / 周思宇 / 庄馨 / 姜震昊,剧情 / 爱情,中国大陆,高清中字,2016-02-28,豆瓣：5.3 
1406,3407,(2016),电影,何欲何球 ,,郭晓小 / 高海 / 杨倩雯,剧情,中国大陆,高清中字,,豆瓣：3.0 
1407,3408,(1993),午夜,虐之恋 ,钟少雄,李美凤 / 黄秋生,恐怖,香港,高清中字,1993-10-13,豆瓣：5.6 
1408,3409,(2015),电影,开心大婶 ป้าแฮปปี้ sheท่าเยอะ ,Prueksa Amaruji,卡曼妮·耶美肯 / Ben Chalatit Tantiwut,剧情 / 喜剧,泰国,高清中字,2015-05-21,豆瓣：3.0 
1409,3410,(2016),电影,超能附体 ,花佳楠,吴昕忆 / 梓霖 / 唐翊源 / 赵吉,现代 / 国语 / 内地 / 中成本 / 网络大电影 / 残酷 / 亲情 / 复仇 / 成长 / 恐怖 / 网络大电影,大陆中国,高清中字,2016-02-29,豆瓣：8.4 
1410,3411,(2016),电影,机器人病毒危机 Swap ,Timothy Woodward Jr.,汤姆·塞兹摩尔 / 约翰尼·梅辛纳 / 米基·洛克 / 泰勒·科尔 / 约翰·芬 / 迈克尔·帕尔 / Chris Damon,动作 / 科幻 / 惊悚,美国,高清中字,2016-03-01(DVD首映),豆瓣：3.2 
1411,3412,(2016),电影,穿越侠 ,张腾飞,傅天骄 / 文琦,爱情 / 科幻,中国大陆,高清中字,2016.2,豆瓣：3.0 
1412,3413,(2014),午夜,三个女人的美味艳遇 ,朴哲洙,JinHye-kyeong / Kim Do-seong,爱情 / 剧情,韩国,高清中字,2014-1-10,豆瓣：5.3 
1413,3414,(2015),电影,克朗普斯 Krampus ,迈克尔·道赫蒂,亚当·斯科特 / 托妮·科莱特 / 艾莉森·托尔曼 / 大卫·科恩查内 / 康查塔·费雷尔 / 恩杰伊·安东尼 / 斯蒂芬妮娅·欧文 / 克里丝塔·施泰德 / 吉迪恩·埃默里 / 艾薇·乔治,喜剧 / 恐怖 / 奇幻,美国,高清中字,2015-12-04(美国),豆瓣：5.4 
1414,3415,(2011),电影,偶像先生 Mr. 아이돌 ,罗喜灿,池贤宇 / 朴宰范 / 金秀路 / 朴艺珍,剧情 / 音乐,韩国,高清中字,2011-11-03(韩国),豆瓣：6.0 
1415,3416,(2007),,别惹小孩 Trick or Treat ,迈克尔·道赫蒂,奎恩·罗德   Quinn Lord / 布莱恩·考克斯   Brian Cox,剧情 / 恐怖,美国  /  加拿大,高清中字,2007-01-23,豆瓣：6.3 
1416,3417,(2014),电影,青龙复仇 ,刘伟强 / 卢宏轩,全知泰 / Kevin Wu / 雷·利奥塔 / 岑勇康 / 欧阳靖 / Shuya Chang / Carl Li / Leonard Wu / 原丽淇 / Celia Au / Michael Gregory Fung / Alex Fox / Jon,剧情 / 动作 / 犯罪,香港 / 美国,高清中字,2014-09-11,豆瓣：5.3 
1417,3418,(2014),电影,菜鸟 ,项华祥,柯有伦 / 崔允素 / 陈雪栋 / 张艾青 / 罗开元 / 徐鸣飞 / 程思涛 / 刘亚鹏,喜剧 / 爱情,中国大陆,高清中字,2015-03-27(中国大陆),豆瓣：4.0 
1418,3419,(1981),电影,死亡塔 ,吴思远 / 洪金宝 / 元奎,李小龙 / 乔宏 / 黄正利 / 李海生 / 元彪,动作 / 悬疑,香港,高清中字,1981-03-21,豆瓣：6.6 
1419,3420,(2016),电视剧,新婚公寓 ,陈畅,李晟 / 李佳航 / 宇菲 / 田雷 / 郭郁滨 / 管乐 / 杜源 / 方子哥 / 米露,剧情 / 爱情,中国大陆,30集已完结,2016-01-11(中国大陆),豆瓣：7.7 
1420,3421,(2015),电影,已经开始想你 Miss You Already ,凯瑟琳·哈德威克,德鲁·巴里摩尔 / 托妮·科莱特 / 多米尼克·库珀 / 杰奎琳·比塞特 / 帕迪·康斯戴恩 / 泰森·里特 / 夏洛特·霍普 / M·费尔达 / 诺亚·亨特雷 / 伊莲恩·戴维斯,剧情 / 喜剧 / 爱情,英国,高清中字,2015-09-25(英国),豆瓣：7.5 
1421,3422,(2016),电影,重生之绝世医仙 ,张莫闲,郭烁杰 / 刘芊辰 / 曾子窈 / 冉晨 / 丁一,轮回 / 近代 / 国语 / 内地 / 小成本 / 网络大电影 / 爆米花 / 奇幻 / 网络大电影 / 爱情 / 喜剧,大陆中国,高清中字,2016-03-01,豆瓣：3.4 
1422,3423,(2016),电影,龙诀秘籍 ,宋成明,张轶 / 朱晓婉,当代 / 国语 / 内地 / 小成本 / 网络大电影 / 爆米花 / 励志 / 寻宝 / 动作 / 犯罪 / 网络大电影 / 冒险,大陆中国,高清中字,2016-03-01,豆瓣：1.3 
1423,3424,(2016),午夜,美味的遭遇 ,Tasty,백인권 / 차주현 / 이채담,剧情 / 情色,韩国,高清无字幕,2016-02-29,豆瓣：6.3 
1424,3425,(2016),福利,太子妃剧外！我们都是啪啪的鉴黄师。喜欢我们的话，请自觉关注并点赞哦~ ,郑在秀,郑在秀,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：3.6 
1425,3426,(2016),福利,这哥们太牛逼了，这样都安然无事 ,你要的精彩,你要的精彩,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：9.8 
1426,3427,(2016),福利,原来在家里干这种事，能招来妹子的主动“搭讪” ~ ,坏才刘科学,坏才刘科学,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：9.1 
1427,3428,(2016),福利,开车不得注意的小细节，不然的话将酿成大错！ ,亚生,亚生,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-29,豆瓣：5.7 
1428,3429,(2016),福利,"《韩国女主播》BJ女神,性感热舞,诱惑 精彩场面허윤미허니TV - 아프리카TV_4 ",萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：8.3 
1429,3430,(2016),福利,"《韩国女主播》BJ女神,性感热舞,诱惑 精彩场面자객녀☆ - 아프리카TV_3 ",萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：8.5 
1430,3431,(2016),福利,美女主播之艾琪妹热舞 ,爱你无悔2009,爱你无悔2009,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：7.7 
1431,3432,(2016),福利,美女视频  韩国女主播  热舞直播室 ,韩珠贤美女主播,韩珠贤美女主播,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-03-01,豆瓣：3.5 
1432,3433,(2016),电视剧,公公出宫国语版 ,罗永贤,黎耀祥 / 姜大卫 / 胡定欣  / 萧正楠 / 陈国邦 / 曹永廉 / 唐诗咏,剧情 / 喜剧 / 历史,香港,35集已完结,2016-02-09(香港),豆瓣：8.0 
1433,3434,(2016),电视剧,公公出宫粤语版 ,罗永贤,黎耀祥 / 姜大卫 / 胡定欣  / 萧正楠 / 陈国邦 / 曹永廉 / 唐诗咏,剧情 / 喜剧 / 历史,香港,35集已完结,2016-02-09(香港),豆瓣：8.0 
1434,3435,(2016),电影,山炮进城2 ,崔俊杰,刘晓光 / 小沈阳 / 文松 / 唐娜 / 彭禺厶 / 宋晓峰 / 程野 / 张家豪 / 张笑菲 / 孙立荣 / 孙小飞 / 霍云龙 / 小超越,喜剧,中国大陆,高清国语,2016-03-02,豆瓣：5.0 
1435,3436,(2009),电影,破碎的拥抱 Los abrazos rotos ,佩德罗·阿莫多瓦,佩内洛普·克鲁兹 / 路易斯·奥马 / 布兰卡·波蒂洛 / 何塞·路易斯·戈麦兹 / 鲁本·奥钱蒂诺 / 塔马·诺瓦斯,剧情 / 爱情 / 惊悚,西班牙,高清中字,2010-12-28(中国大陆) / 2009-03-18(西班牙),豆瓣：7.4 
1436,3437,(2012),电影,角色扮演 롤플레이 ,Baek Sang-yeol,李东奎 / 金贞善 / 韩荷宥,爱情 / 惊悚,韩国,高清无字幕,2012-12-06(韩国),豆瓣：3.9 
1437,3438,(2013),电影,角色扮演2：铺垫 롤플레이2 : 동침 ,李光昊이광호,权赫峰 / 郭贤贞권현정 / 伊贤이선구,剧情 / 惊悚 / 情色,韩国,高清无字幕,2013-11-21(韩国),豆瓣：4.1 
1438,3439,(2015),电视剧,逆袭之爱上情敌未删减版 ,王星辰 / 安鹏,冯建宇 / 王青 / 张婕希 / 陈秋实 / 蔡照 / 朱文硕 / 王宇,爱情 / 耽美 / 轻喜剧 / 网络剧,中国大陆,8集已完结,2015-08-09,豆瓣：6.3 
1439,3440,(2005),午夜,安娜情欲史 ,Jessica Nilsson,格莱·贝 / Mark Stevens / Eileen Daly / Thomas Raft,剧情 / 情色,丹麦,高清中字,2005-11-24,豆瓣：5.6 
1440,3441,(1993),午夜,香港奇案之强奸 ,刘伟强,郑浩南 / 吴雪雯 / 邱淑贞 / 张家辉 / 李兆基 / 任达华,情色 / 剧情,香港,高清中字,1993-10-13,豆瓣：5.6 
1441,3442,(2016),电视剧,【大叔已回来】回来吧大叔 돌아와요 아저씨 ,申允燮,郑智薰 / 吴妍书 / 李珉廷 / 金仁权 / 金秀路 / 李荷妮,剧情 / 奇幻,韩国,16集已完结,2016-02-24,豆瓣：7.9 
1442,3443,(2014),电影,不惧风暴 Into the Storm ,史蒂文·奎里,理查德·阿米蒂奇 / 莎拉·韦恩·卡丽丝 / 马特·沃尔什 / 马克斯·迪肯 / 内森·克莱斯 / 阿莉西娅·戴柏南·凯里 / 亚伦·艾斯卡本塔 / 杰瑞米·桑普特 / 李·惠特克 / 凯尔·戴维斯 / 乔恩·雷佩 / 斯科特·劳伦斯 / 戴维·德拉姆 /,动作 / 灾难,美国,高清中字,2014-09-12(中国大陆) / 2014-08-08(美国),豆瓣：6.8 
1443,3444,(2016),音乐,想你想你 - 覃沐曦 ,覃沐曦,覃沐曦,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：2.1 
1444,3445,(2016),音乐,女人是世界最美丽的花 - 菲儿 ,菲儿,菲儿,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：8.3 
1445,3446,(2016),音乐,far away from home-4607小涩瑶 - 小涩瑶 ,小涩瑶,小涩瑶,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：9.6 
1446,3447,(2016),音乐,因为你爱上他 - 典典 ,典典,典典,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：6.9 
1447,3448,(2016),音乐,她说她没有喝醉 - MC祥祥 ,MC祥祥,MC祥祥,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：7.8 
1448,3449,(2016),音乐,《走着走着就散了》-甄倩儿 - 甄倩 ,甄倩,甄倩,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：8.5 
1449,3450,(2016),音乐,走在冷风中 - 萌小美 ,萌小美,萌小美,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：2.2 
1450,3451,(2016),音乐,狐狸性感慢舞 - 狐小仙 ,狐小仙,狐小仙,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：6.4 
1451,3452,(2016),音乐,慢舞 - HELLO米宝 ,HELLO米宝,HELLO米宝,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：9.4 
1452,3453,(2016),音乐,随心一摇 - 可菲 ,可菲,可菲,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：6.4 
1453,3454,(2016),音乐,热舞-Hate - baby小雨 ,baby小雨,baby小雨,神曲 / 音乐 / YY ,大陆中国,YY神曲,2016-03-03,豆瓣：2.6 
1454,3455,(2014),电影,官能的法则 관능의 법칙 ,权七仁,严正花 / 文素丽 / 赵敏修 / 李成民 / 李载允 / 宝儿 / 吴尚镇,喜剧 / 爱情,韩国,高清中字,2014-02-13(韩国),豆瓣：6.1 
1455,3456,(2011),,鲨鱼惊魂夜 Shark Night 3D ,大卫·R·艾里斯,萨拉·帕克斯顿 / 克里斯·卡马克 / 达斯汀·米利甘 / 凯瑟琳·麦菲 / 乔·大卫·摩尔,恐怖,美国,高清中字,2011-09-02(美国),豆瓣：4.2 
1456,3457,(2011),电影,沼泽狂鲨 Swamp Shark ,Griff Furst,Kristy Swanson / D.B. Sweeney / Robert Davi,剧情 / 动作 / 恐怖 / 冒险 / 灾难,美国,高清中字,2011-06-25,豆瓣：3.6 
1457,3458,(2014),电影,军中乐园 軍中樂園 ,钮承泽,阮经天 / 万茜 / 陈意涵 / 陈建斌 / 王柏杰 / 苗可丽 / 陈道贤 / 洪胜德 / 大飞 / 廖启智 / 石知田,剧情 / 爱情 / 历史,台湾 / 中国大陆,高清中字,2014-09-05(台湾),豆瓣：7.3 
1458,3459,(1994),电影,真实的谎言 True Lies ,詹姆斯·卡梅隆,阿诺·施瓦辛格 / 杰米·李·柯蒂斯 / 汤姆·阿诺德 / 比尔·帕克斯顿 / 蒂亚·卡雷尔 / 阿特·马里克 / 艾丽莎·杜什库 / 格兰特·赫斯洛夫 / 查尔登·海斯顿 / 马绍尔·曼尼什 / James Allen / Dieter Rauter /,喜剧 / 动作 / 惊悚,美国,高清中字,1995-04-20(中国大陆) / 1994-07-15(美国) / 1994-08-12(英国),豆瓣：8.0 
1459,3460,(2009),电影,谎言的诞生 The Invention of Lying ,瑞奇·热维斯 / 马修·罗宾逊,瑞奇·热维斯 / 詹妮弗·加纳 / 乔纳·希尔 / 路易斯·C·K / 杰弗里·塔伯 / 菲奥纽拉·弗拉纳根 / 罗伯·劳 / 蒂娜·菲 / Donna Sorbello / 斯蒂芬妮·玛奇 / Ruben Santiago-Hudson / 约翰·霍吉曼,喜剧 / 爱情 / 奇幻,美国,高清中字,2009-10-02,豆瓣：6.7 
1460,3461,(2015),电影,恶灵之门 ,郭大雷,莫少聪 / 朱珠 / 陈廷嘉 / 金士杰 / 诸葛橙橙,剧情 / 悬疑 / 恐怖,中国大陆,高清中字,2016-01-22(中国大陆),豆瓣：3.4 
1461,3462,(2016),电影,边缘猎人 ,王天艺,关伟军 / 刘谋峰 / 李雨蔓 / 王天艺,现代 / 国语 / 内地 / 中成本 / 网络大电影 / 残酷 / 警匪 / 动作 / 网络大电影,大陆中国,高清中字,2016-03-02,豆瓣：1.1 
1462,3463,(2012),电影,斩尽杀绝 Kill 'em All ,Raimund Huber,"Johnny Messner, / Chia Hui Liu / Joe Lewis",动作,美国,高清中字,2012-10-09(美国),豆瓣：3.9 
1463,3464,(2011),电影,老兵 The Veteran ,Matthew Hope,托比·凯贝尔 / 布莱恩·考克斯 / Tom Brooke / Ashley Thomas / Adi Bielski,动作 / 惊悚,英国,高清中字,2011-10-06,豆瓣：6.3 
1464,3465,(2014),电视剧,老兵 ,赵本山 / 丁小雄,赵本山 / 李立群 / 小沈阳 / 毕畅,战争,中国大陆,66集已完结,2014-02-28(中国大陆),豆瓣：4.7 
1465,3466,(2016),电影,越欲 ,矫莉丽,罗立群 / 郭子溪,网络 / 爱情 / 惊悚,中国大陆,高清中字,2016-02-29,豆瓣：3.6 
1466,3467,(2016),电影,我的白富美女友 ,郎宏伟,王超伟 / 李雪,剧情 / 爱情,中国大陆,高清中字,2016-03-02,豆瓣：5.3 
1467,3468,(2016),电影,与千金同居的日子 ,张华斌,李晶 / 戴金亮 / 安禾 / 郭瑶瑶,剧情 / 爱情,中国大陆,高清中字,2016-03-02,豆瓣：3.6 
1468,3469,(2016),电影,爱神（限制级） ,乔恩·克劳兹 Jon Knautz,Alexis Kendra / Woody Naismith / Elizabeth Sandy / Monda Scott / Hugh Westbourne,剧情 / 悬疑 / 惊悚,美国 / 加拿大,高清中字,2016-03-01,豆瓣：5.3 
1469,3470,(2016),,鬼门遗孤 ,薛力鸣,张璐 / 高艺源 / 李泽峰 / 赵家本,剧情,中国大陆,高清中字,2016-03-02,豆瓣：3.3 
1470,3471,(2015),电影,咕噜咕噜美人鱼 ,杨广福,张美娟 / 赵梦娇 / 陈大刚 / 刘浏 / 刘若班 / 张树彬 / 郭皓,喜剧 / 动画 / 冒险,中国大陆,高清中字,2015-12-12(中国大陆),豆瓣：4.9 
1471,3472,(2015),电影,无敌相师之血魔重生 ,郑睿,周敬峰 / 宋星妍 / 王霏 / 李嘉诺,现代 / 国语 / 网络大电影 / 内地 / 中成本 / 网络大电影 / 腹黑 / 荒诞 / 社会问题 / 鬼怪 / 恐怖 / 剧情,大陆中国,高清中字,2015-11-04,豆瓣：4.9 
1472,3473,(2016),电影,吉原里同心：新春吉原的大火 吉原裏同心～新春吉原の大火～ ,佐藤峰世,小出惠介 / 贯地谷诗穗梨 / 近藤正臣 / 野々すみ花 / 安达祐实 / 山内圭哉 / 山田純大 / 本田博太郎 / 茂吕师冈 / 野间口彻 / 麻生祐未,,日本,高清中字,2016-01-03(日本),豆瓣：6.4 
1473,3474,(2007),,解剖学教室 해부학교실 ,孙泰雄,韩智敏 / 温宙完 / 文元柱  / 金素妍,惊悚 / 恐怖,韩国,高清中字,2007-07-12(韩国),豆瓣：5.9 
1474,3475,(2012),电影,白领流氓 The Rise & Fall of a White Collar Hooligan ,Paul Tanter,Nick Nevern / Mike Jacobs / Simon Phillips,动作 / 犯罪,英国,高清中字,,豆瓣：6.0 
1475,3476,(2013),电影,白领流氓2 White Collar Hooligan 2: England Away ,Paul Tanter,尼克·耐文 / 西蒙·菲利普斯 / Rita Ramnani,犯罪,英国,高清中字,2013-03-01,豆瓣：5.3 
1476,3477,(2014),电影,白领流氓3 White Collar Hooligan 3 ,Paul Tanter,丽贝卡·沃尔什 / 西蒙·菲利普斯 / Rita Ramnani / 瓦斯·布莱克伍德,犯罪,英国,高清中字,2014-06-28,豆瓣：5.0 
1477,3478,(2015),电影,神探驾到 浮華宴 ,黄百鸣 / 邱礼涛,古天乐 / 张翰 / 曾志伟 / 毛舜筠 / 柳岩 / 林家栋 / 周秀娜 / 吴千语 / 黄百鸣 / 甄子丹 / 陈慧琳,喜剧 / 爱情 / 悬疑 / 奇幻,香港 / 中国大陆,高清国粤语,2015-02-06(中国大陆) / 2015-02-19(香港),豆瓣：4.3 
1478,3479,(2014),电影,最佳嫌疑人 ,张承,苏有朋 / 陈乔恩 / 林俊贤 / 洪晓熙 / 刘桦 / 矢野浩二 / 柯俊雄 / 由立平 / 王迅 / 岳小军 / 李元鹏,喜剧 / 爱情 / 悬疑,中国大陆,高清中字,2014-04-18(中国大陆),豆瓣：5.9 
1479,3480,(2012),电影,像男人一样思考 Think Like a Man ,蒂姆·斯托瑞,梅根·古德 / 杰瑞·费拉拉 / 迈克尔·伊雷 / 雷吉娜·赫尔 / 凯文·哈特 / 塔拉吉·P·汉森 / 克里斯·布朗 / 加布里埃尔·尤尼恩,喜剧 / 爱情,美国,高清中字,2012-04-20(美国),豆瓣：6.8 
1480,3481,(2014),电影,像男人一样思考2 Think Like a Man Too ,蒂姆·斯托瑞,亚当·布罗迪 / 迈克尔·伊雷 / 杰瑞·费拉拉 / 梅根·古德 / 雷吉娜·赫尔 / 丹尼斯·海斯伯特 / 塔拉吉·P·汉森 / 特伦斯·詹金斯 / 詹妮弗·路易斯 / 罗曼尼·马尔可 / 温迪·麦丽登·康薇 / 加里·欧文 / 加布里埃尔·尤尼恩 /,喜剧 / 爱情,美国,高清中字,2014-06-20(美国),豆瓣：5.7 
1481,3482,(2000),电影,红色星球 Red Planet ,Antony Hoffman,方·基默 / 凯瑞-安·莫斯 / 本杰明·布拉特 / 汤姆·塞兹摩尔 / 西蒙·贝克,动作 / 科幻 / 惊悚,美国 / 澳大利亚,高清中字,2000-11-06,豆瓣：6.6 
1482,3483,(2013),,鬼夫 พี่มากพระโขนง ,班庄·比辛达拿刚,马里奥·毛瑞尔 / 黛薇卡・霍内 / Nattapong Chartpong / Pongsatorn Jongwilak / Wiwat Kongrasri / Kantapat Permpoonpatcharasuk / Sean Jindachot,喜剧 / 爱情 / 惊悚,泰国,高清中字,2013-03-28(泰国),豆瓣：7.0 
