,0,1,2,3,4,5,6,7,8,9,10
12,1013,(2013),,德州电锯杀人狂3D Texas Chainsaw 3D ,约翰·卢森霍普,亚历珊德拉·达达里奥 / 坦妮娅·雷蒙德 / 特里·桑兹 / 克拉姆·马立基·桑切斯 / 理查德·雷西尔 / 肖恩·西珀斯 / 汤姆·巴瑞 / 保罗·瑞 / 斯科特·伊斯特伍德,惊悚 / 恐怖,美国,高清中字,2013-01-04(美国),豆瓣：5.5 
13,1014,(1999),电影,【我养你啊】喜剧之王 ,周星驰 / 李力持,周星驰 / 张柏芝 / 莫文蔚 / 吴孟达 / 林子善 / 田启文 / 李兆基 / 成龙,剧情 / 喜剧 / 爱情,香港,高清国粤语,1999-02-13(香港),豆瓣：8.3 
14,1015,(2015),电影,魔法教师 Absolutely Anything ,特瑞·琼斯,西蒙·佩吉 / 凯特·贝金赛尔 / 罗宾·威廉姆斯 / 罗伯·里格尔 / 特瑞·吉列姆 / 约翰·克立斯 / 乔安娜·林莉 / 艾迪·伊扎德 / 亚历克萨·戴维斯 / 艾瑞克·爱都 / 麦克·帕林 / 特瑞·琼斯 / 罗伯特·巴瑟斯特 / 梅拉·沙尔 /,喜剧 / 科幻,英国,高清中字,2015-08-14(英国),豆瓣：6.6 
15,1016,(2015),电影,野马 Mustang ,蒂尼斯·艾葛温,艾贝尔克·佩克詹 / Elit Iscan / 波拉克·叶格特 / Günes Sensoy / Doga Zeynep Doguslu,剧情,法国 / 德国 / 土耳其 / 卡塔尔,高清中字,2015-06-17(法国) / 2015-05-19(戛纳电影节),豆瓣：7.7 
16,1017,(2007),电影,新乌龙女校 St. Trinian's ,奥利弗·帕克 / 巴纳比·汤普森,妲露拉·莱莉 / 鲁伯特·艾弗雷特 / 茱蒂·威泰克 / 杰玛·阿特登 / Kathryn Drysdale / 朱诺·坦普尔 / Antonia Bernath / 阿玛拉·卡兰 / 塔姆欣·伊格顿 / 莉莉·科尔 / 帕洛玛费丝 / Holly Mac,喜剧,英国,高清中字,2007-12-21(英国),豆瓣：6.9 
17,1018,(2009),电影,新乌龙女校2：弗里顿的黄金的传奇 St Trinian's: The Legend of Fritton's Gold ,Oliver Parker / Barnaby Thompson,Rupert Everett / Colin Firth / 大卫·田纳特,喜剧 / 冒险,英国,高清中字,2009-12-18,豆瓣：6.4 
18,1019,(2010),,潜伏 Insidious ,温子仁,萝丝·拜恩 / 帕特里克·威尔森 / Ty Simpkins / 林·沙烨 / 芭芭拉·赫希 / Andrew Astor / 雷·沃纳尔 / Angus Sampson,悬疑 / 恐怖,美国,高清中字,2011-04-01(美国),豆瓣：7.2 
19,1020,(2006),电影,红辣椒 パプリカ ,今敏,林原惠美 / 古谷彻 / 江守彻 / 山寺宏一 / 堀胜之祐 / 大塚明夫 / 岩田光央 / 田中秀幸,科幻 / 动画 / 悬疑 / 惊悚,日本,高清中字,2006-09-02(威尼斯电影节) / 2006-11-25(日本),豆瓣：8.7 
20,1021,(1994),电影,这个杀手不太冷 Léon ,吕克·贝松,让·雷诺 / 娜塔莉·波特曼 / 加里·奥德曼 / 丹尼·爱罗 / 麦温,剧情 / 动作 / 犯罪,法国,高清中字,1994-09-14(法国),豆瓣：9.4 
21,1022,(2015),电影,杜拉拉追婚记 ,安竹间,周渝民 / 林依晨 / 陈柏霖 / 林珍娜 / 李佳航 / 邬君梅 / 邱木翰,喜剧 / 爱情,中国大陆,高清国语,2015-12-04(中国大陆),豆瓣：6.4 
22,1023,(2015),电影,从天“儿”降 从天儿降 ,魏楠 / 魏民,陈学冬 / 张艺兴 / 姜雯 / 李小璐 / 欧阳俊文 / 张瑶 / 秦舒培 / 于小伟 / 陈楚生 / 胡彦斌 / 释行宇 / 巴图 / 瑶淼 / 章子怡 / 黄晓婉,喜剧,中国大陆,高清版,2015-12-04(中国大陆),豆瓣：4.5 
23,1024,(2015),电影,霸道学姐爱渣男 ,唐旭,秦立洋,剧情,中国大陆,高清,2015-11-19,豆瓣：2.0 
24,1025,(1992),午夜,禁色 ,陈奥图 (Otto Chan),李美琪 / 叶丽红 / 张锦程,情色 / 同性,香港,高清粤语,1992-05-20,豆瓣：6.0 
25,1026,(2003),电影,黑夜传说 Underworld ,伦·怀斯曼,凯特·贝金赛尔 / 斯科特·斯比德曼 / 山恩·布罗利 / 麦克·辛 / 比尔·奈伊 / 索非亚·迈尔斯 / 温特沃斯·米勒,动作 / 科幻 / 惊悚 / 奇幻,英国 / 德国 / 匈牙利 / 美国,高清中字,2003-09-08(多伦多电影节),豆瓣：7.4 
26,1027,(2006),电影,黑夜传说2：进化 Underworld: Evolution ,伦·怀斯曼,凯特·贝金赛尔 / 斯科特·斯比德曼 / 托尼·库兰 / 德里克·雅各比 / 比尔·奈伊 / 麦克·辛,动作 / 科幻 / 惊悚 / 奇幻,美国,高清中字,2006-01-20(美国),豆瓣：7.3 
27,1028,(2009),电影,黑夜传说前传：狼族再起 Underworld: Rise of the Lycans ,帕特里克·塔特普洛斯,麦克·辛 / 比尔·奈伊 / 罗娜·迈特拉 / 斯蒂文·麦金托什 / Kevin Grevioux,动作 / 惊悚 / 奇幻 / 冒险,美国 / 新西兰,高清中字,2009-01-23(美国),豆瓣：6.8 
28,1029,(2012),电影,黑夜传说4：觉醒 Underworld: Awakening ,曼斯·马林德 / 比约恩·史坦,凯特·贝金赛尔 /  英迪娅·埃斯利 / 迈克尔·伊雷 / 克里斯·霍尔登-里德 / 何家蓓 / 理查德·赛特伦 / 罗伯特·劳兰逊 / 提奥·詹姆斯,动作 / 恐怖 / 奇幻,美国,高清中字,2012-01-20(美国),豆瓣：6.6 
29,1030,(2013),午夜,年轻的母亲 / 年轻的妈妈 ,孔子关,李银美 / 朱人哲 / 何延禧,情色 / 伦理 / 爱情 / 剧情,韩国,高清中字,2013-07-31,豆瓣：4.0 
30,1031,(2015),午夜,恋爱的味道 연애의 맛 ,金亚伦,吴智昊 / 姜艺媛 / 河珠熙,喜剧 / 爱情,韩国,高清中字,2015-05-07(韩国),豆瓣：6.0 
31,1032,(2015),电影,不可思异 ,孙周,王宝强 / 小沈阳 / 董成鹏 / 尹正 / 成毅 / 辛芷蕾,剧情 / 喜剧 / 科幻,中国大陆,TC720,2015-12-04(中国大陆),豆瓣：3.1 
32,1033,(2015),电影,手机 더 폰 ,김봉주,孙贤周 / 严志媛,动作 / 惊悚,韩国,高清中字,2015-10-22(韩国),豆瓣：0.0 
33,1034,(2015),午夜,优衣库试衣间 ,优衣库,优衣库,视频 / 秒拍 / 搞笑,中国大陆,高清,2015-07-15,豆瓣：7.7 
34,1035,(2015),电影,对不起，我爱你，谢谢你 미안해 사랑해 고마워 ,田允秀,池珍熙 / 成宥利 / 金成钧,剧情,韩国,高清中字,2015-10-29(韩国),豆瓣：5.0 
35,1036,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
36,1037,(2013),电视剧,我们都是超能者 みんな！エスパーだよ！ ,园子温 / 入江悠 / 鈴木太一 / 月川翔,染谷将太 / 夏帆 / 真野惠里菜 / 槙田雄司 / 深水元基 / 神乐坂惠 / 安田显 / 筒井真理子 / 冈田升 / 柄本时生 / 爱染恭子 / 矢柴俊博 / 森田彩华 / 石川夕夜 / 中尾明庆 / 武田航平,剧情 / 喜剧 / 科幻,日本,12集已完结,2013-04-12(日本),豆瓣：7.7 
37,1038,(2015),午夜,监禁时间 ,김대성,Jeon Cho-bin (전초빈) / Heo Dong-won (허동원) / Ji Jeong-woo (지정우) / Bo Ri (보리),剧情 / 家庭 / 午夜,韩国,高清中字,2015-12-03,豆瓣：4.3 
38,1039,(2015),午夜,我朋友的妻子 ,Tak Seung-oh (탁승오),Jeong Tae-min (정태민) / Hee Jeong-I (희정) / Je Dong-hwa (제동화) / Lim Song-i (임송이),剧情 / 情色,韩国,高清无字幕,2015-12-03,豆瓣：5.0 
39,1040,(1998),电影,濠江风云 濠江風雲 ,邓衍成,任达华 / 郭可盈 / 方中信 / 郑则仕 / 蔡少芬,犯罪,香港,高清,1998-05-06,豆瓣：6.6 
40,1041,(2000-),电影,新赌国仇城 新賭國仇城 ,叶鸿伟,张铁林 / 林心如 / 吴奇隆 / 萧蔷,动作 / 犯罪,香港,高清,2000-11-03,豆瓣：4.7 
41,1042,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
42,1043,(2015),福利,【福利】泳装美女的打雪仗 ,天纵高洁,天纵高洁,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-05,豆瓣：1.3 
43,1044,(2015),福利,【好奇】ShowGirl都把手机藏哪里？ ,sunny,sunny,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-05,豆瓣：9.4 
44,1045,(2015),福利,【福利】胸、臀、腿快告诉你们还要 ,莫西莫西,莫西莫西,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-05,豆瓣：4.0 
45,1046,(2015),福利,【周末福利】教练，她怎么这样 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-05,豆瓣：7.9 
46,1047,(2015),福利,【福利】这衣服不错诶 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-04,豆瓣：5.3 
47,1048,(2015),音乐,cant take my eyes off you - 夏玲美 ,夏玲美,夏玲美,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-06,豆瓣：9.6 
48,1049,(2015),音乐,尘埃 - 喵喵 ,喵喵,喵喵,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-06,豆瓣：6.3 
49,1050,(2015),音乐,陕西方言版  十年之约 - 来自星星的萌萌哒 ,来自星星的萌萌哒,来自星星的萌萌哒,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-06,豆瓣：5.9 
50,1051,(2015),音乐,《无情人》 - 小乔 ,小乔,小乔,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-06,豆瓣：1.5 
51,1052,(2015),音乐,心乱乱 - 江苏 ❤茜茜❤  右键关注~！ ,江苏 ❤茜茜❤  右键关注~！,江苏 ❤茜茜❤  右键关注~！,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-06,豆瓣：3.1 
52,1053,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
53,1054,(2004),电影,恶魔的艺术 คนเล่นของ ,Tanit Jitnukul,Arisa Wills / Supakson Chaimongkol / Somchai Satuthum,悬疑 / 恐怖,泰国,高清中字,2004-05-14,豆瓣：6.4 
54,1055,(2005),电影,恶魔的艺术2：邪降 ลองของ ,Pasith Buranajan / Kongkiat Khomsiri / Isara Nadee / Seree Phongnithi / Yosapong Polsap / Putipong Saisikaew / Art Thamthrakul,娜帕克帕发·纳克普拉西特 / Hataiwan Ngamsukonpusit / Akarin Siwapornpitak / Chanida Suriyakompon,恐怖 / 奇幻,泰国,高清中字,2005-12-01(泰国),豆瓣：7.5 
55,1056,(2008),电影,恶魔的艺术3：鬼影随行 ลองของ 3 ,Pasith Buranajan / Kongkiat Khomsiri / Isara Nadee / Seree Phongnithi / Yosapong Polsap / Putipong Saisikaew / Art Thamthrakul,Napakapapa Nakaprasit / Supakorn Kitsuwan / Paweena Chariffsakul / Kalorin Supaluck Neemayothin / Sommart Praihirun / Namo Tongk,恐怖,泰国,高清中字,2008-04-03,豆瓣：6.8 
56,1057,(2014),午夜,微交少女 ,翁子光,温碧霞 / 许雅婷 / 蔚雨芯 / 何浩文 / 麥德和 / 王施千 / 郭子健 / 冯志强 / 余雨 / 李静仪 / 陳妙,,香港,高清中字,2014-06-19(香港),豆瓣：4.3 
57,1058,(1997),动漫,天线宝宝 Teletubbies ,Vic Finch/David Hiller,,儿童,英国,313集已完结,1997-03-24,豆瓣：7.0 
58,1059,(1991),电影,情圣 情聖 ,李力持,周星驰 / 毛舜筠 / 恬妞 / 叶子楣 / 午马 / 张耀扬 / 元华 / 朱咪咪 / 麦嘉 / 吴君如,喜剧,香港,高清国粤语,1991-10-10(香港),豆瓣：7.0 
59,1060,(2013),电影,一路顺疯 ,叶伟民,陈思诚 / 包贝尔 / 蒋梦婕 / 鲍起静 / 刘桦 / 李欣汝 / 黄小蕾 / 刘芸,喜剧,中国大陆,高清,2013-09-29(中国大陆),豆瓣：5.3 
60,1061,(1996),午夜,红灯区 ,邓衍成,邱淑贞 / 陶大宇 / 任达华 / 舒淇,情色 / 动作 / 现代,香港,高清粤语,1996-06-29,豆瓣：5.4 
61,1062,(2015),电影,通灵之六世古宅 ,彭发,徐娇 / 张兆辉 / 田子田 / 宋轶 / 陆思宇 / 毕秀茹,惊悚 / 恐怖,中国大陆,高清,2015-07-24(中国大陆),豆瓣：4.1 
62,1063,(2015),电影,极盗者 Point Break ,埃里克松·科尔,卢克·布雷西 / 埃德加·拉米雷兹 / 泰莉莎·帕尔墨 / 雷·温斯顿 / 戴尔里·林多 / 托拜厄斯·桑特尔曼 / 马蒂亚斯·瓦雷拉 / 克雷蒙斯·施伊克 / 尼科莱·金斯基 / 格娜萨斯·巴伯 / 杰米斯·巴特勒 / 杰夫·伯勒尔,动作 / 惊悚 / 犯罪,美国 / 中国大陆,高清中字,2015-12-04(中国大陆) / 2015-12-25(美国),豆瓣：6.8 
63,1064,(2015),电影,战争房间 War Room ,埃里克斯·肯德里克,普里西拉·C·夏勒 / T·C·斯托林斯 / 贝思·摩尔 / 凯伦·阿伯克龙比 / 雅丹·哈里斯 / 特纳·唐宁 / 阿勒娜·皮特 / 诺埃尔·贝克 / 小迈克尔 Michael Jr.,剧情,美国,高清中字,2015-08-28,豆瓣：7.1 
64,1065,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
65,1066,(2013),午夜,爱缠绵(Green Chair) ,朴哲洙,Jin Hye-kyeong (진혜경) / Kim Do-sung (김도성) / Park Seon-joon (박선준) / Bae Jang-Su (배장수),剧情 / 情色,韩国,高清无字幕,2013-10-03,豆瓣：4.3 
66,1067,(2000),午夜,情人别为我哭泣 ,丁度·巴拉斯,Yuliya Mayarchuk / Jarno Berardi / Francesca Nunzi / Max Parodi,剧情 / 喜剧,意大利,高清,2000-01-28,豆瓣：4.0 
67,1068,(2015),福利,【福利】有没有一种艾薇的感觉 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-01,豆瓣：7.8 
68,1069,(2015),福利,【真相】女生有哪些羞羞的事情 ,sunny,sunny,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-11-04,豆瓣：7.9 
69,1070,(1998),电影,行运一条龙 行運一條龍 ,李力持,周星驰 / 葛民辉 / 陈晓东 / 郑秀文 / 杨恭如 / 舒淇 / 吴孟达 / 李兆基 / 田启文 / 陈彦行 / 谷德昭 / 吴君如 / 叶竞生 / 王书麒 / 黄美棋,剧情 / 喜剧 / 爱情,香港,高清,1998-01-05(香港),豆瓣：6.6 
70,1071,(2014),电视剧,僵尸国度 第一季 Z Nation Season 1 ,路易斯·普瑞托 / Nick Lyon / Michael Robison,DJ·考尔斯 / 拉塞尔·霍奇金森 / 迈克·韦尔奇 / 汤姆·艾弗瑞特·斯科特 / 哈罗德·佩里诺 / Kellita Smith / Keith Allan / Pisay Pao / 奈特·赞 / Anastasia Baranova / Conne,剧情 / 动作 / 科幻 / 恐怖,美国,13集已完结,2014-09-12(美国),豆瓣：7.1 
71,1072,(2015),电视剧,僵尸国度 第二季 Z Nation Season 2 ,,迈克·韦尔奇 / 拉塞尔·霍奇金森 / DJ·考尔斯 / 汤姆·艾弗瑞特·斯科特 / Keith Allan / Anastasia Baranova / 奈特·赞 / Pisay Pao / Kellita Smith / 艾洛蒂·袁,剧情 / 动作 / 科幻 / 恐怖,美国,15集已完结,2015-09-11(美国),豆瓣：8.0 
72,1073,(2015),电影,将错就错 ,王宁,小沈阳 / 田亮 / 陈小春 / 熊黛林 / 李成儒 / 钟丽缇 / 英达 / 范文芳,喜剧 / 爱情,中国大陆,高清国语,2015-03-05(中国大陆),豆瓣：3.9 
73,1074,(2015),电影,学长有诡 ,李新杰,付柔美琦 / 杨叶卿 / 刘婉露,剧情 / 恐怖,中国大陆,高清,2015-11-12,豆瓣：4.0 
74,1075,(2015),电视剧,盗墓笔记 ,罗永昌,李易峰 / 杨洋 / 刘天佐 / 张智尧 / 唐嫣 / 孙耀琦 / 李晨浩,悬疑 / 冒险,中国大陆,12集已完结,2015-06-12(中国大陆),豆瓣：3.6 
75,1076,(2007),电影,心碎度蜜月 The Heartbreak Kid ,鲍比·法拉利 / 彼得·法拉利,本·斯蒂勒 / 米歇尔·莫纳汉 / 伊娃·朗格利亚 / 杰瑞·斯蒂勒 / 玛琳·阿克曼,喜剧 / 爱情,美国,高清中字,2007-10-05,豆瓣：6.1 
76,1077,(2015),电影,师父 ,徐皓峰,廖凡 / 宋佳 / 蒋雯丽 / 金士杰 / 宋洋 / 黄觉 / 麦迪娜 / 张傲月 / 马君 / 陈观泰 / 熊欣欣 / 戴立忍,剧情 / 动作 / 武侠,中国大陆,高清,2015-12-10(中国大陆) / 2015-11-11(台北金马影展),豆瓣：8.2 
77,1078,(2009),电视剧,邪恶力量第五季 Supernatural Season 5 ,Robert Singer,贾德·帕达里克 / 詹森·阿克斯 / 米沙·克林斯,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,美国,22集已完结,2009-09-10(美国),豆瓣：8.9 
78,1079,(2005),电视剧,邪恶力量第一季 Supernatural Season 1 ,,Jared Padalecki / Jensen Ackles / Michael Busswood,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,美国,22集已完结,2005-09-13(美国),豆瓣：8.5 
79,1080,(2006),电视剧,邪恶力量第二季 Supernatural Season 2 ,金·曼纳斯,Jared Padalecki / Jensen Ackles,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,美国 / 加拿大,22集已完结,2006-09-28(美国),豆瓣：8.8 
80,1081,(2007),电视剧,邪恶力量第三季 Supernatural Season 3 ,Kim Manners,Jared Padalecki / 凯蒂·卡西迪 / Katie Cassidy,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,美国,16集已完结,2007-10-04(美国),豆瓣：8.9 
81,1082,(2008),电视剧,邪恶力量第四季 Supernatural Season 4 ,Charles Beeson,詹森·阿克斯 / 贾德·帕达里克 / 米沙·克林斯,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,美国,22集已完结,2008-10-30(美国),豆瓣：8.9 
82,1083,(2010),电影,海扁王 Kick-Ass ,马修·沃恩,亚伦·泰勒-约翰逊 / 科洛·莫瑞兹 / 尼古拉斯·凯奇 / 克里斯托夫·梅兹-普莱瑟 / 马克·斯特朗 / 琳德西·冯塞卡 / 埃文·彼得斯 / 克拉克·杜克 / 黛博拉·特维斯 / Garrett M. Brown / 苏菲·吴,动作 / 惊悚 / 犯罪,美国 / 英国,高清中字,2010-04-16,豆瓣：7.6 
83,1084,(2013),电影,海扁王2 Kick-Ass 2 ,杰夫·瓦德洛,亚伦·泰勒-约翰逊 / 科洛·莫瑞兹 / 金·凯瑞 / 克里斯托夫·梅兹-普莱瑟 / 唐纳德·法森 / 奥尔加·库尔库里娜 / 林蒂·布丝 / 克拉克·杜克 / 奥古斯图斯·珀如 / 丹尼尔·卡卢亚 / 克劳迪娅·李 / 琳德西·冯塞卡,喜剧 / 动作 / 犯罪,美国,高清中字,2013-08-16(美国),豆瓣：6.3 
84,1085,(2014),电影,永远的北极熊 Infinitely Polar Bear ,玛雅·福布斯,佐伊·索尔达娜 / 马克·鲁弗洛 / 凯尔·杜拉 / 华莱士·沃洛达斯基 / 玛丽·奥罗克 / 布瑞安·西尔多 / 伊莫金·沃洛达斯基 / 阿什莉·奥夫德海德 / 威廉·泽法尔茨 / 乔治亚·莱曼 / 贝丝·迪克森 / 亚当·W·梅耶森 / 利亚姆·麦克尼,剧情 / 喜剧,美国,高清中字,2014-01-18(圣丹斯电影节) / 2015-06-19(美国),豆瓣：7.6 
85,1086,(1992),电影,夏日情人 ,高志森,张坚庭 / 叶玉卿 / 莫少聪 / 李丽珍 / 周慧敏 / 黄霑,喜剧 / 爱情,香港,高清国粤语,1992-09-17,豆瓣：5.9 
86,1087,(2012),电影,功夫小蝇 Eega ,S·S·拉贾穆里 / J.V.V. Sathyanarayana,纳尼 / 萨曼莎·鲁斯·帕布 / 苏迪普 / Santhanam / Srinivasa Reddy,喜剧 / 动作 / 奇幻,印度,高清中字,2012-07-05(印度),豆瓣：7.4 
87,1088,(2001),电影,人工智能 Artificial Intelligence: AI ,史蒂文·斯皮尔伯格,海利·乔·奥斯蒙 / 弗兰西丝·奥康纳 / 山姆·洛巴兹 / 杰克·托马斯 / 裘德·洛,剧情 / 科幻 / 冒险,美国,高清中字,2001-06-29(美国),豆瓣：8.6 
88,1089,(2014),电影,落魄大厨 Chef ,乔恩·费儒,乔恩·费儒 / 约翰·雷吉扎莫 / 鲍比·坎纳瓦尔 / 斯嘉丽·约翰逊 / 达斯汀·霍夫曼 / 索菲娅·维加拉 / 奥利弗·普莱特 / 艾米·塞德丽丝 / 小罗伯特·唐尼 / 拉塞尔·皮特斯 / 恩杰伊·安东尼,喜剧,美国,高清中字,2014-05-09(美国),豆瓣：7.6 
89,1090,(2015),音乐,要爱爱 - 噻噻 ,噻噻,噻噻,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-08,豆瓣：9.3 
90,1091,(2015),音乐,像梦一样自由 - 2736甜甜 ,2736甜甜,2736甜甜,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-08,豆瓣：8.9 
91,1092,(2015),音乐,飞蛾扑火 - 【鉑】＂ 桔子 ,【鉑】＂ 桔子,【鉑】＂ 桔子,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-08,豆瓣：5.5 
92,1093,(2015),音乐,雯雯椅子舞 - 雯雯 深情不及久伴 ,雯雯 深情不及久伴,雯雯 深情不及久伴,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-08,豆瓣：4.7 
93,1094,(2015),音乐,醉清风 - 小卓Baby ,小卓Baby,小卓Baby,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-08,豆瓣：5.6 
94,1095,(2013),电影,忠烈杨家将 ,于仁泰,郑少秋 / 徐帆 / 郑伊健 / 于波 / 周渝民 / 李晨 / 林峰 / 吴尊 / 付辛博 / 邵兵 / 梁家仁 / 安以轩 / 李倩,战争 / 古装,中国大陆 / 香港,抖音强推,2013-04-04(中国大陆/香港),豆瓣：6.0 
95,1096,(2013),电影,素媛 소원 ,李濬益,薛景求 / 严志媛 / 李来 / 金海淑 / 金相浩 / 罗美兰 / 杨真诚,剧情 / 家庭,韩国,高清中字,2013-10-02(韩国),豆瓣：9.1 
96,1097,(2015),电影,朝我心脏开枪 내 심장을 쏴라 ,文在容,吕珍九 / 李民基 / 刘五性 / 金正泰 / 金基天 / 申久 / 宋永彰 / 朴斗植 / 韩惠琳,剧情,韩国,高清中字,2015-01-28(韩国),豆瓣：7.4 
97,1098,(2002),电影,五月魔女 May ,路克·马克,安吉拉·贝蒂斯 / 杰瑞米·西斯托 / 安娜·法瑞丝,剧情 / 悬疑 / 惊悚 / 恐怖,美国,高清中字,2002-01-13,豆瓣：6.8 
98,1099,(2015),电影,全力扣杀 全力扣殺 ,郭子健 / 黄智亨,何超仪 / 郑伊健 / 郑中基 / 谢君豪 / 梁汉文 / 刘浩龙 / 林敏骢 / 邵音音 / 鲍春来 / 王琳,喜剧 / 动作,香港 / 中国大陆,高清国语,2015-12-11(中国大陆) / 2015-05-07(香港),豆瓣：4.9 
99,1100,(2001),电影,超级名模 Zoolander ,本·斯蒂勒,本·斯蒂勒 / 欧文·威尔逊 / 克里斯蒂娜·泰勒 / 威尔·法瑞尔 / 米拉·乔沃维奇,喜剧,美国 / 澳大利亚 / 德国,高清中字,2001-09-28,豆瓣：6.0 
